,Id,Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_spend,Age,Tenure,Total_dependencies,Total_spend_cluster,Income and Expenditure cluster
1696,10735,Graduation,Single,-1.301956353556094,75,1,2,0,2,9,-0.909729218344845,53,11,1,0,1
1697,5068,Graduation,Single,-1.301956353556094,75,1,2,0,2,9,-0.909729218344845,53,11,1,0,1
1698,9974,Graduation,Married,-0.8872184799376814,75,1,3,1,2,7,-0.8263465071007671,50,11,1,0,1
1699,7053,PhD,Single,1.6450299220490727,75,1,3,10,8,1,1.7945237122301347,58,11,0,1,0
1701,8082,Graduation,Married,-1.147390060296236,75,1,1,1,2,7,-0.8945687253913762,53,11,1,0,1
1702,1362,Graduation,Single,-0.8196056619056008,75,1,6,1,6,7,-0.1081181534301874,52,11,0,0,1
1703,6768,Graduation,Divorced,-0.5042204793609742,75,2,1,0,3,8,-0.8907786021530091,62,11,3,0,1
1704,2375,Graduation,Together,-0.9068240776429085,75,1,0,0,3,8,-0.9173094648215793,52,12,3,0,1
1705,6856,Graduation,Together,-1.3633695636651704,75,3,3,0,3,9,-0.8358218151966851,45,12,1,0,1
1706,4066,2n Cycle,Divorced,-1.3826042446570554,76,2,2,1,2,6,-0.8718279859611732,46,10,1,0,1
1707,4333,Graduation,Together,-0.8070474817538743,76,4,2,1,3,7,-0.8566674930077045,70,10,2,0,1
1708,2948,Master,Divorced,0.8087187096663708,76,1,2,2,5,2,-0.6084144208946545,70,10,1,0,2
1709,4927,Graduation,Together,-1.629316847131481,76,3,3,0,3,9,-0.8301366303391343,53,10,2,0,1
1710,7426,2n Cycle,Married,0.3876222638192358,76,3,3,1,5,3,-0.5837786198452679,53,11,2,0,2
1711,8360,2n Cycle,Married,0.3876222638192358,76,3,3,1,5,3,-0.5837786198452679,53,11,2,0,2
1712,4058,PhD,Single,0.7370258077875268,76,1,11,2,8,6,0.5778941527142714,69,11,0,2,0
1713,10755,2n Cycle,Married,-1.2535252284139924,76,3,3,1,2,7,-0.8055008292897476,48,11,1,0,1
1714,8414,PhD,Single,-0.7394876518236997,76,2,2,0,4,7,-0.7960255211938297,62,11,1,0,1
1716,3839,Basic,Single,-1.7125081671239313,76,5,2,2,3,5,-0.7922353979554625,66,11,2,0,1
1717,3483,Graduation,Married,0.043305577633922704,76,3,2,8,12,8,1.9328632104305365,66,11,0,1,0
1718,238,2n Cycle,Together,1.0562791217712928,76,15,9,6,9,7,1.0914558515130237,57,11,2,2,0
1719,591,Graduation,Widow,0.9886663037392122,76,2,8,3,7,7,0.32395589574367056,67,11,1,2,2
1720,5063,Graduation,Single,-0.9858823256866892,76,3,4,1,4,9,-0.597044051179553,47,12,1,0,1
1721,4303,PhD,Together,-2.1481233528933155,76,0,0,0,1,20,-0.6993773786154668,67,12,1,0,1
1722,2258,Graduation,Married,-0.7680482387510441,76,1,1,0,3,8,-0.8794082324379076,38,12,1,0,1
1723,7301,2n Cycle,Single,-1.2589300148084064,76,2,3,0,3,8,-0.8092909525281148,42,12,1,0,1
1724,11121,Graduation,Married,-1.4813210785079693,76,4,4,0,3,9,-0.8263465071007671,43,12,1,0,1
1725,5287,Graduation,Married,-0.657779998684618,77,3,3,1,3,7,-0.8092909525281148,51,10,1,0,1
1726,6457,Graduation,Divorced,0.9282068794644442,77,2,6,4,12,4,0.7503447600599779,48,10,1,2,0
1727,3559,2n Cycle,Married,-1.6493463496519563,77,3,2,1,3,6,-0.8509823081501537,36,10,1,0,1
1728,5577,Graduation,Together,-0.1906898803830583,77,1,1,0,2,6,-0.9154144032023958,41,10,1,0,2
1729,641,Graduation,Single,0.24900538923308943,77,1,2,2,2,4,-0.7334884877607714,57,10,1,0,2
1730,954,Basic,Widow,-1.338041250954093,77,1,2,1,3,5,-0.7657045352868923,64,10,0,0,1
1731,1834,Master,Single,-0.6268879352734088,77,1,2,0,3,7,-0.8320316919583178,46,10,1,0,1
1732,8789,2n Cycle,Married,0.61918026914854,77,3,3,1,7,4,-0.4397539367873152,35,10,1,0,2
1733,10584,Graduation,Married,0.9691666822377971,77,1,5,10,8,3,0.831832409684872,48,11,1,2,0
1734,2337,Graduation,Divorced,-0.930244818685369,77,3,3,0,3,6,-0.8850934172954583,53,11,1,0,1
1737,10203,Graduation,Single,-1.1275725101833847,77,1,1,0,3,7,-0.8794082324379076,34,11,1,0,1
1738,3968,2n Cycle,Divorced,0.9713391944159439,77,1,11,3,12,7,1.3131780609575034,54,11,0,1,0
1739,4037,Graduation,Divorced,-0.8221490907970898,77,1,1,0,2,7,-0.9210995880599465,48,11,1,0,1
1741,10159,Graduation,Divorced,0.6006344334814332,77,6,11,5,9,6,1.2866471982889331,54,11,1,1,0
1742,1177,Master,Together,0.11886661095190616,77,4,3,1,3,7,-0.7145378715689354,58,11,2,0,2
1743,9426,Master,Single,0.5793332165152134,77,4,2,6,3,8,0.7465546368216106,60,11,1,2,0
1744,10637,Graduation,Married,-0.3483824716553716,77,2,3,0,3,7,-0.7713897201444431,60,11,3,0,1
1745,10826,Graduation,Married,-1.5199494047974573,77,1,1,1,2,8,-0.845297123292603,65,12,0,0,1
1746,4086,Graduation,Married,-1.5199494047974573,77,1,1,1,2,8,-0.845297123292603,65,12,0,0,1
1747,10304,Graduation,Married,-1.5199494047974573,77,1,1,1,2,8,-0.845297123292603,65,12,0,0,1
1748,7998,Graduation,Together,-1.0220202111865944,77,3,2,2,2,7,-0.7467539190950564,66,12,2,0,1
1749,10992,Graduation,Together,1.5010082610685123,77,5,4,6,11,8,1.2165299183791405,57,12,2,1,0
1750,6383,PhD,Together,-0.7674123815281718,78,2,3,0,3,8,-0.8718279859611732,53,10,1,0,1
1751,10536,PhD,Together,-0.7674123815281718,78,2,3,0,3,8,-0.8718279859611732,53,10,1,0,1
1753,11092,Graduation,Married,-1.0734716581373391,78,2,2,0,3,7,-0.8813032940570912,63,10,2,0,1
1754,538,Graduation,Single,-0.06717461484012743,78,1,1,1,4,3,-0.7221181180456698,35,10,1,0,2
1755,10022,PhD,Single,0.3757529289922875,78,1,1,0,2,5,-0.9286798345366808,51,10,2,0,2
1756,10157,Graduation,Single,0.652350820941708,78,1,4,1,6,4,-0.4397539367873152,59,10,1,0,2
1758,146,PhD,Single,1.519183180022277,78,1,4,5,11,2,1.5481657017362682,64,11,0,1,0
1761,4227,Master,Together,-0.7675713458338899,78,3,2,1,3,5,-0.8547724313885209,56,11,2,0,1
1762,6634,Master,Divorced,-0.7372091634417409,78,1,2,0,3,7,-0.8566674930077045,45,11,1,0,1
1763,8916,Graduation,Divorced,-0.56950182090919,78,1,0,0,3,5,-0.9286798345366808,49,11,2,0,1
1764,6460,Graduation,Married,-0.9885847188838962,78,2,2,0,3,8,-0.8509823081501537,42,11,1,0,1
1765,5883,Graduation,Married,1.6217681453123303,78,3,7,4,7,5,0.29932009469428394,52,11,1,2,0
1766,10091,Graduation,Single,0.6811763483785824,78,2,6,3,6,5,1.06302992722527,68,11,1,2,0
1767,697,Graduation,Together,1.4594655891741932,78,1,5,9,6,3,2.9201903140251857,55,11,0,1,0
1768,2607,Graduation,Single,-0.36618647389579406,78,6,8,2,8,8,0.23488799964204196,71,11,1,2,2
1769,8427,Master,Single,0.9263522958977335,78,1,7,5,10,4,1.9593940730991068,68,12,0,1,0
1770,217,Master,Single,0.9263522958977335,78,1,7,5,10,4,1.9593940730991068,68,12,0,1,0
1771,6202,Graduation,Together,0.8481418574844491,78,4,4,5,13,2,0.9455361068358873,64,12,1,2,0
1772,3856,Graduation,Together,0.8481418574844491,78,4,4,5,13,2,0.9455361068358873,64,12,1,2,0
1773,10648,2n Cycle,Together,1.0221017960419103,78,1,5,7,6,3,1.4837336066840263,42,12,0,1,0
1774,5120,2n Cycle,Together,1.0221017960419103,78,1,5,7,6,3,1.4837336066840263,42,12,0,1,0
1776,1584,Graduation,Married,-0.3143111221298012,79,6,8,1,5,8,-0.045581119997129,47,10,1,2,2
1777,9559,PhD,Married,0.5138399225593737,79,2,7,5,13,5,1.0004928937922115,63,10,1,2,0
1778,771,Graduation,Together,0.36049235564335397,79,1,2,2,5,2,-0.5913588663220022,57,10,1,0,2
1779,5237,PhD,Single,0.07377373622988377,79,3,2,1,3,5,-0.8396119384350522,74,10,3,0,2
1780,2461,Master,Single,0.19866669242237114,79,2,1,0,3,3,-0.8775131708187239,69,11,2,0,2
1781,5474,Graduation,Single,-0.23074888542400887,79,3,4,1,4,6,-0.5364020793656782,54,11,1,0,2
1782,2895,Graduation,Single,0.13804830384188513,79,2,3,1,5,5,-0.5894638047028187,61,11,1,0,2
1783,7972,Graduation,Single,1.3528535281392826,79,1,3,4,9,1,1.2222151032366912,69,11,0,1,0
1784,10067,2n Cycle,Together,-1.1762685758350164,79,1,1,0,2,7,-0.9343650193942316,48,11,2,0,1
1786,922,2n Cycle,Married,-0.8631088935704426,79,2,1,1,2,8,-0.868037862722806,45,11,2,0,1
1787,2861,Graduation,Single,-1.2347674403392617,79,1,1,0,2,8,-0.9154144032023958,41,11,1,0,1
1788,375,Graduation,Divorced,1.557758518209859,79,1,2,2,11,1,1.2316904113326093,70,11,0,1,0
1789,10936,Graduation,Married,1.3149140471745728,79,1,5,6,4,3,2.730684152106827,59,11,0,1,0
1791,4240,Graduation,Married,-1.5912184018610531,79,2,2,1,2,8,-0.8490872465309701,46,12,1,0,1
1792,2674,Master,Single,1.4719707812240137,79,1,6,3,6,3,1.2070546102832225,66,12,1,1,0
1793,2563,Basic,Married,-1.0134361386778192,80,1,2,0,3,6,-0.8775131708187239,63,10,0,0,1
1794,8312,Basic,Married,-1.0134361386778192,80,1,2,0,3,6,-0.8775131708187239,63,10,0,0,1
1795,6999,Master,Married,1.1809071374542501,80,1,7,3,12,3,0.6214805699554938,44,10,0,2,0
1796,7574,PhD,Together,-1.0307632480010875,80,1,2,0,3,4,-0.8813032940570912,45,10,1,0,1
1797,5223,Master,Together,-0.07798418762895536,80,2,2,1,3,4,-0.8339267535775015,58,10,1,0,2
1798,2952,Master,Single,-0.5882596089839207,80,2,3,0,3,6,-0.8149761373856655,47,10,1,0,1
1799,7683,Master,Married,1.2400418591813676,80,3,5,3,12,3,0.5324126738538653,56,10,1,2,0
1800,9481,Graduation,Married,-1.601657057936539,80,4,3,1,3,8,-0.8301366303391343,48,10,1,0,1
1801,9907,Master,Together,1.0121400328835788,80,2,6,8,10,4,0.9606965997893561,55,11,1,2,0
1802,5454,Master,Married,-0.12281212184144764,80,1,2,0,3,5,-0.8642477394844389,45,11,1,0,2
1803,3798,Graduation,Married,-0.33142627904544547,80,3,2,1,3,6,-0.8055008292897476,56,11,2,0,1
1804,7281,PhD,Single,-2.5102970294209572,80,1,1,3,4,2,-0.606519359275471,65,11,0,0,1
1805,4259,Master,Single,-1.477823863782172,80,1,1,0,2,7,-0.9400502042517823,38,11,2,0,1
1806,2549,PhD,Together,-1.3530368837934967,80,1,1,0,3,9,-0.9078341567256614,41,11,1,0,1
1807,6437,2n Cycle,Single,-0.31272147907262066,80,1,2,0,3,7,-0.8149761373856655,39,11,1,0,1
1808,2488,2n Cycle,Divorced,-0.8467355700814827,80,4,2,1,3,6,-0.8377168768158686,68,11,2,0,1
1809,3945,PhD,Widow,1.0990935081113562,80,2,11,8,4,6,0.8034064853971182,77,11,1,2,0
1810,702,2n Cycle,Widow,0.016281645661852886,80,4,4,3,8,5,0.028326283151030918,49,11,1,2,2
1812,9710,PhD,Divorced,0.5675698578920771,80,2,11,3,7,8,0.5418879819497832,55,11,1,2,2
1814,9120,Graduation,Single,1.0168559739532144,80,4,4,2,9,8,1.0592398039869027,62,12,1,2,0
1815,5252,Graduation,Divorced,-1.2433515128480368,80,1,2,0,3,7,-0.8320316919583178,55,12,1,0,1
1816,5959,Graduation,Single,-0.608395087708208,80,6,3,1,5,8,-0.5818835582260843,56,12,2,0,1
1817,7441,Graduation,Divorced,1.2586406829503802,80,3,2,10,12,7,2.101523694537876,51,12,1,1,0
1818,4271,2n Cycle,Together,-0.4605582833904144,80,6,4,1,6,7,-0.3127848083020148,35,12,1,0,2
1819,4095,Graduation,Married,-0.5417890436123419,80,8,4,3,6,7,-0.07400704428488282,53,12,1,0,2
1820,8852,Graduation,Married,0.7253684253682026,80,5,8,4,11,6,1.0876657282746565,48,12,1,2,0
1821,7698,PhD,Married,0.22653843402493729,81,1,4,1,4,5,-0.597044051179553,48,10,1,0,2
1822,4174,Master,Together,0.4172426127847006,81,1,2,1,4,3,-0.7126428099497518,68,10,1,0,2
1823,3182,PhD,Single,-0.027592502716331055,81,6,5,1,3,8,-0.4605996145983347,51,10,2,0,2
1824,193,Basic,Married,-1.7461556118342534,81,1,1,0,2,5,-0.9286798345366808,28,10,0,0,1
1825,5229,PhD,Together,0.35805490295567705,81,1,1,0,3,7,-0.8794082324379076,55,10,1,0,2
1827,7732,Graduation,Married,0.9240208194138687,81,1,7,2,10,5,0.45282008584815453,46,10,1,2,0
1828,310,Master,Married,0.7681828117082661,81,4,4,4,9,4,0.12686948734857748,54,11,1,2,2
1829,6261,Graduation,Married,0.56433758367581,81,3,3,2,10,4,-0.06832185942733206,45,11,1,2,2
1831,1655,Graduation,Together,-0.6901557289491957,81,1,1,0,3,7,-0.868037862722806,45,11,1,0,1
1832,2740,PhD,Widow,-0.7384808778874854,81,4,2,1,4,5,-0.7884452747170954,66,11,2,0,1
1833,4328,2n Cycle,Married,-1.3469432520743043,81,2,2,1,3,6,-0.8547724313885209,38,11,1,0,1
1834,17,PhD,Married,0.6950062429760535,81,4,6,11,7,5,0.98912252407711,53,11,1,2,0
1835,9153,PhD,Married,0.6321093660136087,81,3,7,8,10,5,1.0270237564607816,60,11,1,2,0
1836,520,Graduation,Married,-0.6863935737138684,81,1,1,0,2,7,-0.9021489718681106,50,11,1,0,1
1837,8372,Graduation,Married,-0.6863935737138684,81,1,1,0,2,7,-0.9021489718681106,50,11,1,0,1
1838,73,PhD,Single,0.21387427766939868,81,1,0,0,3,5,-0.9248897112983137,71,11,3,0,2
1839,2002,Graduation,Divorced,1.3029387361438123,81,1,5,6,5,3,2.5847644074296907,66,11,0,1,0
1840,6059,PhD,Together,0.9076474959249088,81,7,11,3,4,7,1.531110147163616,71,11,3,1,0
1841,11166,Graduation,Married,0.12204589706626731,81,2,6,2,4,7,-0.3620564104007881,63,11,1,0,2
1842,6257,Master,Single,0.6945293500588993,81,1,7,2,7,7,0.0017954204824606906,48,11,1,2,2
1843,9224,PhD,Single,0.41782548190566676,81,2,8,10,5,6,1.1994743638064882,52,12,1,2,0
1844,8732,Master,Widow,1.059458407885654,81,4,7,4,10,4,1.8096842051836033,55,12,1,1,0
1845,955,Master,Together,-0.010583322004498874,81,7,4,2,4,8,-0.5041860318395572,62,12,2,0,2
1846,4910,Graduation,Divorced,1.1322640599045244,81,1,11,5,13,7,2.9713569777431426,57,12,0,1,0
1847,564,PhD,Together,0.5066865288020611,81,7,8,6,9,6,0.7579250065367121,43,12,1,2,0
1849,1998,Graduation,Single,-0.5128045518697494,82,1,2,1,3,6,-0.7998156444321969,48,10,1,0,1
1850,1250,Graduation,Single,-0.5128045518697494,82,1,2,1,3,6,-0.7998156444321969,48,10,1,0,1
1851,8397,Graduation,Married,-0.14231174334286273,82,2,1,1,2,7,-0.8945687253913762,73,10,2,0,2
1852,9672,2n Cycle,Married,-1.2829866130737393,82,3,1,1,3,6,-0.8358218151966851,54,11,2,0,1
1853,2125,Graduation,Divorced,0.8297019980211544,82,1,3,4,8,2,1.1293570838966955,65,11,0,2,0
1854,5975,PhD,Single,-0.37466457020075716,82,1,2,0,3,7,-0.8509823081501537,57,11,1,0,1
1855,983,Graduation,Married,-0.3876466551677319,82,1,6,2,3,8,-0.17444531010161296,40,11,1,0,2
1857,4385,PhD,Single,-0.6007118129318353,82,2,3,0,3,6,-0.8699329243419897,43,11,1,0,1
1858,1612,PhD,Single,-2.5102970294209572,82,2,3,0,3,6,-0.8699329243419897,43,11,1,0,1
1859,803,Graduation,Together,-0.363166152087151,82,1,0,1,2,5,-0.9192045264407629,56,11,2,0,1
1860,10675,PhD,Married,1.004615722412924,82,2,9,3,5,5,1.241165719428527,68,11,1,1,0
1861,7004,Graduation,Single,-1.926792051231873,82,3,3,1,2,9,-0.7998156444321969,40,11,1,0,1
1862,4432,Graduation,Divorced,-0.8350781876621585,82,2,2,0,3,7,-0.8623526778652553,48,11,1,0,1
1863,5079,Graduation,Married,-2.5102970294209572,82,4,2,1,3,8,-0.7751798433828102,53,11,2,0,1
1864,4475,PhD,Married,1.1510748360811611,82,1,7,8,9,5,3.6649495303643356,75,11,0,1,0
1865,10868,Graduation,Widow,1.2408366807099578,82,2,3,4,10,3,1.4515175591579053,73,11,0,1,0
1866,6742,Graduation,Married,-1.5730434829072886,82,1,1,0,2,8,-0.9381551426325988,45,11,1,0,1
1867,5692,Basic,Married,-1.1621207526261093,82,1,1,0,3,8,-0.8983588486297435,35,12,1,0,1
1868,339,PhD,Married,0.514846696495588,82,2,9,2,5,7,-0.01905025732855877,52,12,1,2,2
1869,10398,2n Cycle,Single,-1.2207785814360725,82,1,1,0,2,7,-0.900253910248927,43,12,1,0,1
1870,8017,2n Cycle,Married,0.1979778470975929,83,2,2,0,3,6,-0.8547724313885209,43,10,2,0,2
1871,3722,Graduation,Single,-0.1521675302973823,83,2,2,0,3,6,-0.868037862722806,52,10,2,0,2
1872,7326,Master,Married,0.5020765639362373,83,1,1,1,3,2,-0.8396119384350522,53,10,1,0,2
1873,2416,PhD,Single,1.0177567716856168,83,1,2,8,9,1,1.4818385450648428,55,10,0,1,0
1874,1878,2n Cycle,Married,-1.2837284465004235,83,1,2,0,3,7,-0.8888835405338255,39,10,0,0,1
1876,5734,PhD,Married,0.770567276294037,83,1,2,0,4,5,-0.7865502130979117,50,11,2,0,2
1877,4370,Graduation,Together,-0.20626838234342798,83,3,2,0,4,6,-0.7922353979554625,58,11,3,0,2
1878,8405,Graduation,Divorced,1.1074126401106013,83,2,4,2,5,3,-0.38100702659262403,45,11,2,0,2
1879,7617,Graduation,Single,-0.2650321873572033,83,5,2,1,5,5,-0.6501057765166934,50,11,2,0,2
1880,10339,Master,Together,-2.5102970294209572,83,2,4,1,4,6,-0.5667230652726156,70,11,1,0,1
1881,6376,Graduation,Single,0.5384793899456726,83,4,4,3,8,4,0.07380776201143702,45,11,1,2,2
1883,7386,Graduation,Divorced,-0.8680897751496084,83,1,1,0,3,7,-0.8775131708187239,48,11,1,0,1
1884,3006,Graduation,Divorced,-0.8680897751496084,83,1,1,0,3,7,-0.8775131708187239,48,11,1,0,1
1885,11088,PhD,Together,1.656793280672209,83,1,4,9,4,6,2.482431079993777,53,11,1,1,0
1886,5185,Graduation,Married,1.4250233229352807,83,1,4,3,5,2,0.7313941438681419,69,11,0,2,0
1887,3523,Graduation,Together,1.4676257568677202,83,2,5,4,8,3,1.0744002969403714,62,11,1,2,0
1888,55,Graduation,Together,0.4704426670983439,83,4,7,2,9,6,0.17235096620898357,61,12,1,2,2
1889,3807,Graduation,Together,0.6650149772972466,83,3,9,2,9,6,0.49261637985100987,69,12,1,2,2
1890,2453,Graduation,Together,0.8177266869903941,83,3,5,3,12,5,0.59305464566774,64,12,1,2,0
1891,7787,Graduation,Together,0.8177266869903941,83,3,5,3,12,5,0.59305464566774,64,12,1,2,0
1892,2230,PhD,Married,-1.2584001337893462,84,3,3,1,3,5,-0.8775131708187239,54,10,1,0,1
1893,8146,Master,Together,-0.06722760294203345,84,1,1,1,2,6,-0.8566674930077045,48,10,2,0,2
1895,4832,Graduation,Married,-1.0666891810933685,84,2,2,2,2,7,-0.7675995969060759,45,10,1,0,1
1896,3152,Graduation,Together,-1.1277844625910087,84,3,2,1,3,5,-0.790340336336279,67,10,2,0,1
1897,11188,Graduation,Together,-1.1277844625910087,84,3,2,1,3,5,-0.790340336336279,67,10,2,0,1
1898,361,Master,Married,-0.22428433699147451,84,1,1,0,2,7,-0.9210995880599465,55,10,2,0,1
1899,5939,Graduation,Together,-0.4844559173500291,84,4,3,1,3,5,-0.7278033029032206,53,10,2,0,1
1901,819,Graduation,Widow,0.8430549997014712,84,1,6,5,13,3,1.131252145515879,79,11,0,2,0
1902,10120,Graduation,Together,-0.4466224125891313,84,2,3,1,6,5,-0.47196998431343623,69,11,1,0,1
1903,4541,Graduation,Together,-0.4466224125891313,84,2,3,1,6,5,-0.47196998431343623,69,11,1,0,1
1904,2456,PhD,Married,-0.3784267254360845,84,5,2,1,5,6,-0.6766366391852636,49,11,1,0,1
1905,2516,2n Cycle,Married,-0.0288112290601695,84,2,1,2,2,4,-0.8111860141472984,55,11,2,0,2
1906,11013,Graduation,Together,1.0719635999354744,84,1,2,8,6,1,0.818566978350587,37,11,0,2,0
1907,9988,Master,Single,1.218952594622772,84,3,6,3,13,4,0.6707521720542671,48,11,1,2,0
1908,1627,2n Cycle,Divorced,1.585524283608613,84,1,5,7,9,4,0.5362027970922324,67,11,0,2,0
1909,1490,Graduation,Married,0.4442665447567704,84,5,10,3,8,8,0.6593818023391655,62,12,1,2,2
1910,6710,Master,Single,0.5745112992417657,84,1,2,0,4,6,-0.7638094736677087,73,12,3,0,2
1911,7375,Graduation,Together,0.21164877738934587,84,2,8,2,4,8,0.13255467220612824,48,12,1,2,2
1912,10144,Graduation,Together,0.21164877738934587,84,2,8,2,4,8,0.13255467220612824,48,12,1,2,2
1914,1440,2n Cycle,Together,0.2722671659698319,84,2,9,5,9,7,1.218424979998324,46,12,0,1,0
1915,4200,Master,Married,-0.17039543735305293,85,4,4,1,6,5,-0.43785887516813166,54,10,1,0,2
1916,4998,Graduation,Together,1.5210907516908936,85,1,4,5,4,2,0.9985978321730279,62,10,0,2,0
1917,7321,Graduation,Together,1.5210907516908936,85,1,4,5,4,2,0.9985978321730279,62,10,0,2,0
1918,8663,Graduation,Divorced,-0.39098490558781107,85,1,1,0,2,6,-0.9305748961558644,50,10,2,0,1
1919,1958,PhD,Together,0.404684432632974,85,6,8,2,9,5,0.2917398482175496,51,10,1,2,2
1920,6963,Graduation,Single,1.594002379913576,85,1,2,5,10,1,1.2335854729517928,77,10,0,1,0
1922,2712,Graduation,Married,1.2977459021570226,85,1,6,3,10,3,0.3959682372726469,68,11,1,2,0
1923,6049,Master,Together,1.381679055576157,85,1,7,8,11,3,2.459690340563574,42,11,0,1,0
1924,6605,PhD,Divorced,0.4365832699803976,85,1,9,4,6,7,0.3334312038395885,80,11,0,2,2
1926,5234,2n Cycle,Together,-0.880753931505147,85,2,1,1,3,5,-0.8055008292897476,57,11,2,0,1
1927,5253,Master,Together,0.38301229895341216,85,6,4,2,4,7,-0.5288218328889438,68,11,2,0,2
1928,11148,Graduation,Together,-1.3297221189548483,85,1,1,0,2,8,-0.9343650193942316,49,11,1,0,1
1929,6289,Master,Together,0.6364014022679962,85,2,3,1,4,5,-0.6084144208946545,73,11,2,0,2
1930,9743,Graduation,Married,1.5696808411387133,85,2,11,8,8,6,2.6605668721970344,69,11,1,1,0
1933,7937,Graduation,Married,-1.2009080432213153,86,1,3,0,3,7,-0.8490872465309701,42,10,0,0,1
1934,6488,PhD,Married,-0.45282202051213555,86,1,3,2,2,5,-0.7713897201444431,65,10,1,0,1
1935,3194,PhD,Single,1.2765506613946147,86,1,4,4,10,1,1.3719249711521946,50,10,0,1,0
1936,231,Master,Together,-0.9821731585532679,86,2,2,0,3,5,-0.8983588486297435,68,10,2,0,1
1937,9697,Graduation,Married,0.33993297210381845,86,3,7,2,8,6,0.06812257715388625,73,10,2,2,2
1938,4676,Master,Widow,1.3951910215621919,86,2,9,6,8,5,2.2531286240725628,73,10,2,1,0
1939,8079,Graduation,Married,-1.3208201178346368,86,3,2,1,3,3,-0.8547724313885209,42,10,1,0,1
1940,10032,Graduation,Divorced,-1.844183600360389,86,4,3,1,3,6,-0.8585625546268881,48,10,1,0,1
1941,10505,Master,Together,1.3638220652338284,86,1,3,4,7,2,0.937955860359153,64,11,0,2,0
1942,2005,Graduation,Married,-0.6151775647521786,86,2,2,0,4,6,-0.8168711990048492,34,11,1,0,1
1943,6940,PhD,Single,-0.03395107494505337,86,4,3,2,3,6,-0.5364020793656782,58,11,3,0,2
1944,2304,PhD,Together,1.0035029722728976,86,2,6,3,12,4,0.5001966263277442,61,11,1,2,0
1945,3170,Master,Together,1.100736139270443,86,1,4,4,6,2,1.01565338674568,67,11,0,2,0
1946,10466,Graduation,Married,-0.15799622150704443,86,2,1,0,4,4,-0.845297123292603,59,11,2,0,2
1947,7325,PhD,Together,-0.4863105009167397,86,1,1,0,3,5,-0.8831983556762747,38,11,1,0,1
1948,455,PhD,Married,0.192732025008897,86,1,4,1,4,6,-0.5629329420342484,78,11,0,0,2
1949,7592,PhD,Married,0.192732025008897,86,1,4,1,4,6,-0.5629329420342484,78,11,0,0,2
1950,4547,Graduation,Together,-1.785843700161862,86,2,1,0,3,8,-0.9116242799640285,64,11,2,0,1
1951,6825,Graduation,Together,-0.31383422921264703,86,1,1,0,2,7,-0.9286798345366808,71,11,2,0,1
1952,2961,Graduation,Married,-0.28050471311376096,86,2,6,3,4,6,-0.23508728191548775,42,11,1,0,2
1953,8700,Basic,Single,-1.7204563824098342,86,3,2,1,3,7,-0.8339267535775015,38,12,0,0,1
1954,2278,2n Cycle,Single,-0.7186633277746342,86,2,2,1,3,6,-0.7069576250922011,39,12,1,0,1
1955,10703,Master,Single,-0.06765150775728161,86,4,3,2,2,8,-0.7315934261415877,49,12,2,0,2
1956,9,Master,Single,-0.06765150775728161,86,4,3,2,2,8,-0.7315934261415877,49,12,2,0,2
1957,2804,Master,Single,-0.06765150775728161,86,4,3,2,2,8,-0.7315934261415877,49,12,2,0,2
1958,4915,2n Cycle,Married,0.3102596350364477,86,4,5,2,12,5,0.4281842847987679,68,12,1,2,2
1960,4279,2n Cycle,Single,-0.4147235752417077,87,2,1,1,3,3,-0.8566674930077045,61,10,2,0,1
1961,2564,Graduation,Together,0.7367078791760906,87,2,3,1,4,6,-0.6463156532783263,71,10,1,0,2
1963,5084,Graduation,Widow,0.5804989547571459,87,1,6,4,13,4,1.0573447423677191,49,11,1,2,0
1964,7094,Graduation,Widow,0.5804989547571459,87,1,6,4,13,4,1.0573447423677191,49,11,1,2,0
1965,6327,Graduation,Together,0.9751013496512713,87,1,2,8,6,1,1.2127397951407732,57,11,0,1,0
1966,6131,2n Cycle,Married,1.2427972404804806,87,2,4,2,8,3,-0.14222926257549195,44,11,2,0,2
1967,5798,Master,Together,-2.5102970294209572,87,1,2,4,8,1,0.9076348744522156,51,11,0,2,1
1968,10379,Master,Single,0.6290890442049656,87,5,5,2,9,6,0.12876454896776107,62,11,2,2,2
1969,606,Graduation,Single,-1.1363155469978778,87,1,1,0,2,7,-0.9305748961558644,57,11,2,0,1
1970,7801,Graduation,Together,0.390960514239315,87,3,5,2,11,4,0.4206040383220336,65,11,1,2,2
1971,2445,PhD,Together,-1.0033154112137697,87,1,2,0,3,8,-0.8396119384350522,50,11,1,0,1
1972,5346,2n Cycle,Married,-1.2619503366170495,87,3,3,0,3,7,-0.8092909525281148,51,11,1,0,1
1973,550,Graduation,Divorced,0.792716302890753,87,2,3,3,13,2,0.3827028059383618,72,11,1,2,2
1974,4478,Graduation,Married,0.8691251458392327,87,8,11,1,6,8,0.27847441688326446,45,11,2,2,2
1975,2350,Graduation,Married,0.6512910589035876,87,7,3,2,8,8,0.9872274624579264,52,11,2,2,0
1976,1118,Master,Married,0.19024158421931409,87,3,10,4,5,8,0.3391163886971393,68,11,1,2,2
1977,1491,2n Cycle,Together,1.2777163996365473,87,2,3,4,7,1,0.10033862468000725,59,11,0,2,2
